predication_id	indicator_type	predicate_start_index	predicate_end_index	predicate	predicate_definition	subject_start_index	subject_end_index	subject_score	subject_text	subject_pref_name	subject_CUI	subject_stype_name	subject_stype_desc	subject_desc	object_start_index	object_end_index	object_score	object_text	object_pref_name	object_CUI	object_stype_name	object_stype_desc	object_desc	sentence	sentence_html	pmid	uniq_id	form_sent	form_sub_text	form_obj_text
0	null	0	9	TREATS	null	95	138	0	reinsertion of peritoneal dialysis catheter	Insertion of temporary peritoneal dialysis catheter	C0405873	Therapeutic or Preventive Procedure	A procedure, method, or technique designed to prevent a disease or a disorder, or to improve physical function, or used in the process of treating a disease or injury.	Therapeutic or Preventive Procedure. null	24	66	0	pseudomonas aeruginosa exit-site infection	Pseudomonas aeruginosa infection NOS	C0854135	Disease or Syndrome	A condition which alters or interferes with a normal process, state, or activity of an organism. It is usually characterized by the abnormal functioning of one or more of the host's systems, parts, or organs. Included here is a complex of symptoms descriptive of a disorder.	Disease or Syndrome. null	Treatment of refractory pseudomonas aeruginosa exit-site infection by simultaneous removal and reinsertion of peritoneal dialysis catheter.	<div>Treatment of refractory <strong>pseudomonas aeruginosa exit-site infection</strong> by simultaneous removal and <strong>reinsertion of peritoneal dialysis catheter</strong>.</div>	16411522	uniq_id_b49	"Treatment of refractory <span class=""object_text"">pseudomonas aeruginosa exit-site infection</span> by simultaneous removal and <span class=""subject_text"">reinsertion of peritoneal dialysis catheter</span>."	"""<span class=""subject_text"">reinsertion of peritoneal dialysis catheter</span>"""	"""<span class=""object_text"">pseudomonas aeruginosa exit-site infection</span>"""
0	null	0	0	ADMINISTERED_TO	null	35	39	0	CAPD	Peritoneal Dialysis, Continuous Ambulatory	C0031140	Therapeutic or Preventive Procedure	A procedure, method, or technique designed to prevent a disease or a disorder, or to improve physical function, or used in the process of treating a disease or injury.	portable peritoneal dialysis using the continuous (24 hours a day, 7 days a week) presence of peritoneal dialysis solution in the peritoneal cavity except for periods of drainage and instillation of fresh solution.	40	48	0	patients	Patients	C0030705	Human	Modern man, the only remaining species of the Homo genus.	Individuals participating in the health care system for the purpose of receiving therapeutic, diagnostic, or preventive procedures.	RESULTS: Over a 10-year period, 37 CAPD patients underwent the operation.	<div>RESULTS: Over a 10-year period, 37 <strong>CAPD</strong> <strong>patients</strong> underwent the operation.</div>	16411522	uniq_id_b50	"RESULTS: Over a 10-year period, 37 <span class=""subject_text"">CAPD</span> <span class=""object_text"">patients</span> underwent the operation."	"""<span class=""subject_text"">CAPD</span>"""	"""<span class=""object_text"">patients</span>"""
0	null	49	58	ADMINISTERED_TO	null	63	72	0	operation	Operative Surgical Procedures	C0543467	Therapeutic or Preventive Procedure	A procedure, method, or technique designed to prevent a disease or a disorder, or to improve physical function, or used in the process of treating a disease or injury.	branch of medicine that deals with the treatment of injury, deformity, and disease by manual and instrumental means.	40	48	0	patients	Patients	C0030705	Patient or Disabled Group	An individual or individuals classified according to a disability, disease, condition or treatment.	Individuals participating in the health care system for the purpose of receiving therapeutic, diagnostic, or preventive procedures.	RESULTS: Over a 10-year period, 37 CAPD patients underwent the operation.	<div>RESULTS: Over a 10-year period, 37 CAPD <strong>patients</strong> underwent the <strong>operation</strong>.</div>	16411522	uniq_id_b51	"RESULTS: Over a 10-year period, 37 CAPD <span class=""object_text"">patients</span> underwent the <span class=""subject_text"">operation</span>."	"""<span class=""subject_text"">operation</span>"""	"""<span class=""object_text"">patients</span>"""
0	null	36	42	PART_OF	null	24	36	0	microtubules	Microtubules	C0026046	Cell Component	A part of a cell or the intercellular matrix, generally visible by light microscopy.	slender tubular structures composed chiefly of tubulin; found in the cytoplasmic ground substance of nearly all cells; involved in maintenance of cell shape and in the movements of organelles and inclusions and form the spindle fibers of mitosis.	48	61	0	blepharoplast	Basal body of cilium or flagellum, not bacterial	C0230744	Cell Component	A part of a cell or the intercellular matrix, generally visible by light microscopy.	cylindrical cytoplasmic bodies structurally resembling the centriole, located on the subsurface of flagellate protozoa and giving rise to the axoneme.	The probasal bodies and microtubules within the blepharoplast cavities are labeled with antibodies specific to acetylated tubulin.	<div>The probasal bodies and <strong>microtubules</strong> within the <strong>blepharoplast</strong> cavities are labeled with antibodies specific to acetylated tubulin.</div>	16736257	uniq_id_b52	"The probasal bodies and <span class=""subject_text"">microtubules</span> within the <span class=""object_text"">blepharoplast</span> cavities are labeled with antibodies specific to acetylated tubulin."	"""<span class=""subject_text"">microtubules</span>"""	"""<span class=""object_text"">blepharoplast</span>"""
0	null	99	107	INTERACTS_WITH	null	88	98	0	antibodies	Antibodies	C0003241	Amino Acid, Peptide, or Protein	Amino acids and chains of amino acids connected by peptide linkages.	infection-fighting protein molecule in blood or secretory fluids that tags, neutralizes, and helps destroy pathogenic microorganisms such as bacteria or viruses and toxins; they are generally known as immunoglobulins, and are made and secreted by B-lymphocytes in response to stimulation by antigens; each specific antibody binds only to the specific antigen that stimulated its production.	111	129	0	acetylated tubulin	Tubulin	C0041348	Amino Acid, Peptide, or Protein	Amino acids and chains of amino acids connected by peptide linkages.	globular subunit of microtubules, whose ATP- and GTP-dependent polymerization and depolymerization is the basis for many intracellular movement functions.	The probasal bodies and microtubules within the blepharoplast cavities are labeled with antibodies specific to acetylated tubulin.	<div>The probasal bodies and microtubules within the blepharoplast cavities are labeled with <strong>antibodies</strong> specific to <strong>acetylated tubulin</strong>.</div>	16736257	uniq_id_b53	"The probasal bodies and microtubules within the blepharoplast cavities are labeled with <span class=""subject_text"">antibodies</span> specific to <span class=""object_text"">acetylated tubulin</span>."	"""<span class=""subject_text"">antibodies</span>"""	"""<span class=""object_text"">acetylated tubulin</span>"""
0	null	0	0	PART_OF	null	49	53	0	core	nucleocapsid location	C1167518	Cell Component	A part of a cell or the intercellular matrix, generally visible by light microscopy.	The complete protein-nucleic acid complex that is the packaged form of the genome in a virus particle. [ISBN:0781702534]	35	48	0	blepharoplast	Basal body of cilium or flagellum, not bacterial	C0230744	Cell Component	A part of a cell or the intercellular matrix, generally visible by light microscopy.	cylindrical cytoplasmic bodies structurally resembling the centriole, located on the subsurface of flagellate protozoa and giving rise to the axoneme.	Positive but weak reactions of the blepharoplast core occur with the centrosomereactive antibodies MPM-2 and C-9.	<div>Positive but weak reactions of the <strong>blepharoplast</strong> <strong>core</strong> occur with the centrosomereactive antibodies MPM-2 and C-9.</div>	16736257	uniq_id_b54	"Positive but weak reactions of the <span class=""object_text"">blepharoplast</span> <span class=""subject_text"">core</span> occur with the centrosomereactive antibodies MPM-2 and C-9."	"""<span class=""subject_text"">core</span>"""	"""<span class=""object_text"">blepharoplast</span>"""
0	null	0	0	LOCATION_OF	null	69	79	0	centrosome	Centrosome	C0242608	Cell Component	A part of a cell or the intercellular matrix, generally visible by light microscopy.	cell center; the centrosphere together with a pair of centrioles surrounded by a cloud of amorphous material called the pericentriolar region.	88	98	0	antibodies	Antibodies	C0003241	Amino Acid, Peptide, or Protein	Amino acids and chains of amino acids connected by peptide linkages.	infection-fighting protein molecule in blood or secretory fluids that tags, neutralizes, and helps destroy pathogenic microorganisms such as bacteria or viruses and toxins; they are generally known as immunoglobulins, and are made and secreted by B-lymphocytes in response to stimulation by antigens; each specific antibody binds only to the specific antigen that stimulated its production.	Positive but weak reactions of the blepharoplast core occur with the centrosomereactive antibodies MPM-2 and C-9.	<div>Positive but weak reactions of the blepharoplast core occur with the <strong>centrosome</strong>reactive <strong>antibodies</strong> MPM-2 and C-9.</div>	16736257	uniq_id_b55	"Positive but weak reactions of the blepharoplast core occur with the <span class=""subject_text"">centrosome</span>reactive <span class=""object_text"">antibodies</span> MPM-2 and C-9."	"""<span class=""subject_text"">centrosome</span>"""	"""<span class=""object_text"">antibodies</span>"""
0	null	29	39	TREATS	null	0	20	0	Laparoscopic surgery	Surgical Procedures, Laparoscopic	C0751429	Therapeutic or Preventive Procedure	A procedure, method, or technique designed to prevent a disease or a disorder, or to improve physical function, or used in the process of treating a disease or injury.	Surgery done using a laparoscope.	43	76	0	obstruction of the gastric outlet	Gastric outlet obstruction	C0162651	Disease or Syndrome	A condition which alters or interferes with a normal process, state, or activity of an organism. It is usually characterized by the abnormal functioning of one or more of the host's systems, parts, or organs. Included here is a complex of symptoms descriptive of a disorder.	The hindering of output from the STOMACH into the SMALL INTESTINE. This obstruction may be of mechanical or functional origin such as EDEMA from PEPTIC ULCER; NEOPLASMS; FOREIGN BODIES; or AGING.	Laparoscopic surgery for the management of obstruction of the gastric outlet and small bowel following previous laparotomy for major upper gastrointestinal resection or cancer palliation: a new concept.	<div><strong>Laparoscopic surgery</strong> for the management of <strong>obstruction of the gastric outlet</strong> and small bowel following previous laparotomy for major upper gastrointestinal resection or cancer palliation: a new concept.</div>	15898907	uniq_id_b56	"<span class=""subject_text"">Laparoscopic surgery</span> for the management of <span class=""object_text"">obstruction of the gastric outlet</span> and small bowel following previous laparotomy for major upper gastrointestinal resection or cancer palliation: a new concept."	"""<span class=""subject_text"">Laparoscopic surgery</span>"""	"""<span class=""object_text"">obstruction of the gastric outlet</span>"""
0	null	29	39	TREATS	null	0	20	0	Laparoscopic surgery	Surgical Procedures, Laparoscopic	C0751429	Therapeutic or Preventive Procedure	A procedure, method, or technique designed to prevent a disease or a disorder, or to improve physical function, or used in the process of treating a disease or injury.	Surgery done using a laparoscope.	81	92	0	small bowel	Small bowel obstruction NOS	C0235329	Disease or Syndrome	A condition which alters or interferes with a normal process, state, or activity of an organism. It is usually characterized by the abnormal functioning of one or more of the host's systems, parts, or organs. Included here is a complex of symptoms descriptive of a disorder.	Blockage of the normal flow of the small intestinal contents.	Laparoscopic surgery for the management of obstruction of the gastric outlet and small bowel following previous laparotomy for major upper gastrointestinal resection or cancer palliation: a new concept.	<div><strong>Laparoscopic surgery</strong> for the management of obstruction of the gastric outlet and <strong>small bowel</strong> following previous laparotomy for major upper gastrointestinal resection or cancer palliation: a new concept.</div>	15898907	uniq_id_b57	"<span class=""subject_text"">Laparoscopic surgery</span> for the management of obstruction of the gastric outlet and <span class=""object_text"">small bowel</span> following previous laparotomy for major upper gastrointestinal resection or cancer palliation: a new concept."	"""<span class=""subject_text"">Laparoscopic surgery</span>"""	"""<span class=""object_text"">small bowel</span>"""
0	null	93	102	PRECEDES	null	112	122	0	laparotomy	Laparotomy	C0023038	Therapeutic or Preventive Procedure	A procedure, method, or technique designed to prevent a disease or a disorder, or to improve physical function, or used in the process of treating a disease or injury.	Creation of a surgical opening into the abdominal cavity.	0	20	0	Laparoscopic surgery	Surgical Procedures, Laparoscopic	C0751429	Therapeutic or Preventive Procedure	A procedure, method, or technique designed to prevent a disease or a disorder, or to improve physical function, or used in the process of treating a disease or injury.	Surgery done using a laparoscope.	Laparoscopic surgery for the management of obstruction of the gastric outlet and small bowel following previous laparotomy for major upper gastrointestinal resection or cancer palliation: a new concept.	<div><strong>Laparoscopic surgery</strong> for the management of obstruction of the gastric outlet and small bowel following previous <strong>laparotomy</strong> for major upper gastrointestinal resection or cancer palliation: a new concept.</div>	15898907	uniq_id_b58	"<span class=""object_text"">Laparoscopic surgery</span> for the management of obstruction of the gastric outlet and small bowel following previous <span class=""subject_text"">laparotomy</span> for major upper gastrointestinal resection or cancer palliation: a new concept."	"""<span class=""subject_text"">laparotomy</span>"""	"""<span class=""object_text"">Laparoscopic surgery</span>"""
0	null	122	125	TREATS	null	112	122	0	laparotomy	Laparotomy	C0023038	Therapeutic or Preventive Procedure	A procedure, method, or technique designed to prevent a disease or a disorder, or to improve physical function, or used in the process of treating a disease or injury.	Creation of a surgical opening into the abdominal cavity.	176	186	0	palliation	disease palliation	C0679251	Finding	That which is discovered by direct observation or measurement of an organism attribute or condition, including the clinical history of the patient. The history of the presence of a disease is a 'Finding' and is distinguished from the disease itself.	Finding. null	Laparoscopic surgery for the management of obstruction of the gastric outlet and small bowel following previous laparotomy for major upper gastrointestinal resection or cancer palliation: a new concept.	<div>Laparoscopic surgery for the management of obstruction of the gastric outlet and small bowel following previous <strong>laparotomy</strong> for major upper gastrointestinal resection or cancer <strong>palliation</strong>: a new concept.</div>	15898907	uniq_id_b59	"Laparoscopic surgery for the management of obstruction of the gastric outlet and small bowel following previous <span class=""subject_text"">laparotomy</span> for major upper gastrointestinal resection or cancer <span class=""object_text"">palliation</span>: a new concept."	"""<span class=""subject_text"">laparotomy</span>"""	"""<span class=""object_text"">palliation</span>"""
0	null	0	0	LOCATION_OF	null	133	155	0	upper gastrointestinal	Upper digestive tract structure	C0226874	Body System	A complex of anatomical structures that performs a common function.	Body System. null	156	165	0	resection	Excision	C0728940	Therapeutic or Preventive Procedure	A procedure, method, or technique designed to prevent a disease or a disorder, or to improve physical function, or used in the process of treating a disease or injury.	The act of cutting out; the surgical removal of part or all of a structure or organ.	Laparoscopic surgery for the management of obstruction of the gastric outlet and small bowel following previous laparotomy for major upper gastrointestinal resection or cancer palliation: a new concept.	<div>Laparoscopic surgery for the management of obstruction of the gastric outlet and small bowel following previous laparotomy for major <strong>upper gastrointestinal</strong> <strong>resection</strong> or cancer palliation: a new concept.</div>	15898907	uniq_id_b60	"Laparoscopic surgery for the management of obstruction of the gastric outlet and small bowel following previous laparotomy for major <span class=""subject_text"">upper gastrointestinal</span> <span class=""object_text"">resection</span> or cancer palliation: a new concept."	"""<span class=""subject_text"">upper gastrointestinal</span>"""	"""<span class=""object_text"">resection</span>"""
0	null	122	125	METHOD_OF	null	112	122	0	laparotomy	Laparotomy	C0023038	Therapeutic or Preventive Procedure	A procedure, method, or technique designed to prevent a disease or a disorder, or to improve physical function, or used in the process of treating a disease or injury.	Creation of a surgical opening into the abdominal cavity.	156	165	0	resection	Excision	C0728940	Therapeutic or Preventive Procedure	A procedure, method, or technique designed to prevent a disease or a disorder, or to improve physical function, or used in the process of treating a disease or injury.	The act of cutting out; the surgical removal of part or all of a structure or organ.	Laparoscopic surgery for the management of obstruction of the gastric outlet and small bowel following previous laparotomy for major upper gastrointestinal resection or cancer palliation: a new concept.	<div>Laparoscopic surgery for the management of obstruction of the gastric outlet and small bowel following previous <strong>laparotomy</strong> for major upper gastrointestinal <strong>resection</strong> or cancer palliation: a new concept.</div>	15898907	uniq_id_b61	"Laparoscopic surgery for the management of obstruction of the gastric outlet and small bowel following previous <span class=""subject_text"">laparotomy</span> for major upper gastrointestinal <span class=""object_text"">resection</span> or cancer palliation: a new concept."	"""<span class=""subject_text"">laparotomy</span>"""	"""<span class=""object_text"">resection</span>"""
0	null	21	27	TREATS	null	12	20	0	Surgical	Operative Surgical Procedures	C0543467	Therapeutic or Preventive Procedure	A procedure, method, or technique designed to prevent a disease or a disorder, or to improve physical function, or used in the process of treating a disease or injury.	branch of medicine that deals with the treatment of injury, deformity, and disease by manual and instrumental means.	31	57	0	gastric outlet obstruction	Gastric outlet obstruction	C0162651	Disease or Syndrome	A condition which alters or interferes with a normal process, state, or activity of an organism. It is usually characterized by the abnormal functioning of one or more of the host's systems, parts, or organs. Included here is a complex of symptoms descriptive of a disorder.	The hindering of output from the STOMACH into the SMALL INTESTINE. This obstruction may be of mechanical or functional origin such as EDEMA from PEPTIC ULCER; NEOPLASMS; FOREIGN BODIES; or AGING.	BACKGROUND: Surgical relief of gastric outlet obstruction (GOO) or small bowel obstruction in patients who had undergone major resection or palliative bypass surgery for malignancy is conventionally achieved at a laparotomy.	<div>BACKGROUND: <strong>Surgical</strong> relief of <strong>gastric outlet obstruction</strong> (GOO) or small bowel obstruction in patients who had undergone major resection or palliative bypass surgery for malignancy is conventionally achieved at a laparotomy.</div>	15898907	uniq_id_b62	"BACKGROUND: <span class=""subject_text"">Surgical</span> relief of <span class=""object_text"">gastric outlet obstruction</span> (GOO) or small bowel obstruction in patients who had undergone major resection or palliative bypass surgery for malignancy is conventionally achieved at a laparotomy."	"""<span class=""subject_text"">Surgical</span>"""	"""<span class=""object_text"">gastric outlet obstruction</span>"""
0	null	21	27	TREATS	null	12	20	0	Surgical	Operative Surgical Procedures	C0543467	Therapeutic or Preventive Procedure	A procedure, method, or technique designed to prevent a disease or a disorder, or to improve physical function, or used in the process of treating a disease or injury.	branch of medicine that deals with the treatment of injury, deformity, and disease by manual and instrumental means.	67	90	0	small bowel obstruction	Small bowel obstruction NOS	C0235329	Disease or Syndrome	A condition which alters or interferes with a normal process, state, or activity of an organism. It is usually characterized by the abnormal functioning of one or more of the host's systems, parts, or organs. Included here is a complex of symptoms descriptive of a disorder.	Blockage of the normal flow of the small intestinal contents.	BACKGROUND: Surgical relief of gastric outlet obstruction (GOO) or small bowel obstruction in patients who had undergone major resection or palliative bypass surgery for malignancy is conventionally achieved at a laparotomy.	<div>BACKGROUND: <strong>Surgical</strong> relief of gastric outlet obstruction (GOO) or <strong>small bowel obstruction</strong> in patients who had undergone major resection or palliative bypass surgery for malignancy is conventionally achieved at a laparotomy.</div>	15898907	uniq_id_b63	"BACKGROUND: <span class=""subject_text"">Surgical</span> relief of gastric outlet obstruction (GOO) or <span class=""object_text"">small bowel obstruction</span> in patients who had undergone major resection or palliative bypass surgery for malignancy is conventionally achieved at a laparotomy."	"""<span class=""subject_text"">Surgical</span>"""	"""<span class=""object_text"">small bowel obstruction</span>"""
0	null	90	92	PROCESS_OF	null	67	90	0	small bowel obstruction	Small bowel obstruction NOS	C0235329	Disease or Syndrome	A condition which alters or interferes with a normal process, state, or activity of an organism. It is usually characterized by the abnormal functioning of one or more of the host's systems, parts, or organs. Included here is a complex of symptoms descriptive of a disorder.	Blockage of the normal flow of the small intestinal contents.	94	102	0	patients	Patients	C0030705	Human	Modern man, the only remaining species of the Homo genus.	Individuals participating in the health care system for the purpose of receiving therapeutic, diagnostic, or preventive procedures.	BACKGROUND: Surgical relief of gastric outlet obstruction (GOO) or small bowel obstruction in patients who had undergone major resection or palliative bypass surgery for malignancy is conventionally achieved at a laparotomy.	<div>BACKGROUND: Surgical relief of gastric outlet obstruction (GOO) or <strong>small bowel obstruction</strong> in <strong>patients</strong> who had undergone major resection or palliative bypass surgery for malignancy is conventionally achieved at a laparotomy.</div>	15898907	uniq_id_b64	"BACKGROUND: Surgical relief of gastric outlet obstruction (GOO) or <span class=""subject_text"">small bowel obstruction</span> in <span class=""object_text"">patients</span> who had undergone major resection or palliative bypass surgery for malignancy is conventionally achieved at a laparotomy."	"""<span class=""subject_text"">small bowel obstruction</span>"""	"""<span class=""object_text"">patients</span>"""
0	null	90	92	PROCESS_OF	null	31	57	0	gastric outlet obstruction	Gastric outlet obstruction	C0162651	Disease or Syndrome	A condition which alters or interferes with a normal process, state, or activity of an organism. It is usually characterized by the abnormal functioning of one or more of the host's systems, parts, or organs. Included here is a complex of symptoms descriptive of a disorder.	The hindering of output from the STOMACH into the SMALL INTESTINE. This obstruction may be of mechanical or functional origin such as EDEMA from PEPTIC ULCER; NEOPLASMS; FOREIGN BODIES; or AGING.	94	102	0	patients	Patients	C0030705	Human	Modern man, the only remaining species of the Homo genus.	Individuals participating in the health care system for the purpose of receiving therapeutic, diagnostic, or preventive procedures.	BACKGROUND: Surgical relief of gastric outlet obstruction (GOO) or small bowel obstruction in patients who had undergone major resection or palliative bypass surgery for malignancy is conventionally achieved at a laparotomy.	<div>BACKGROUND: Surgical relief of <strong>gastric outlet obstruction</strong> (GOO) or small bowel obstruction in <strong>patients</strong> who had undergone major resection or palliative bypass surgery for malignancy is conventionally achieved at a laparotomy.</div>	15898907	uniq_id_b65	"BACKGROUND: Surgical relief of <span class=""subject_text"">gastric outlet obstruction</span> (GOO) or small bowel obstruction in <span class=""object_text"">patients</span> who had undergone major resection or palliative bypass surgery for malignancy is conventionally achieved at a laparotomy."	"""<span class=""subject_text"">gastric outlet obstruction</span>"""	"""<span class=""object_text"">patients</span>"""
0	null	165	168	TREATS	null	151	165	0	bypass surgery	Bypass surgery	C1536078	Therapeutic or Preventive Procedure	A procedure, method, or technique designed to prevent a disease or a disorder, or to improve physical function, or used in the process of treating a disease or injury.	Therapeutic or Preventive Procedure. null	170	180	0	malignancy	Malignant Neoplasms	C0006826	Neoplastic Process	A new and abnormal growth of tissue in which the growth is uncontrolled and progressive. The growths may be malignant or benign.	new abnormal tissue that grows by excessive cellular division and proliferation more rapidly than normal and continues to grow after the stimuli that initiated the new growth cease; tumors perform no useful body function and may be benign or malignant; benign neoplasms are a noncancerous growth that does not invade nearby tissue or spread to other parts of the body; malignant neoplasms or cancer show a greater degree of anaplasia and have the properties of invasion and metastasis; neoplasm terms herein do not distinguish between benign or malignant states, use references listed to cover this concept.	BACKGROUND: Surgical relief of gastric outlet obstruction (GOO) or small bowel obstruction in patients who had undergone major resection or palliative bypass surgery for malignancy is conventionally achieved at a laparotomy.	<div>BACKGROUND: Surgical relief of gastric outlet obstruction (GOO) or small bowel obstruction in patients who had undergone major resection or palliative <strong>bypass surgery</strong> for <strong>malignancy</strong> is conventionally achieved at a laparotomy.</div>	15898907	uniq_id_b66	"BACKGROUND: Surgical relief of gastric outlet obstruction (GOO) or small bowel obstruction in patients who had undergone major resection or palliative <span class=""subject_text"">bypass surgery</span> for <span class=""object_text"">malignancy</span> is conventionally achieved at a laparotomy."	"""<span class=""subject_text"">bypass surgery</span>"""	"""<span class=""object_text"">malignancy</span>"""
0	null	165	168	TREATS	null	127	136	0	resection	Excision	C0728940	Therapeutic or Preventive Procedure	A procedure, method, or technique designed to prevent a disease or a disorder, or to improve physical function, or used in the process of treating a disease or injury.	The act of cutting out; the surgical removal of part or all of a structure or organ.	170	180	0	malignancy	Malignant Neoplasms	C0006826	Neoplastic Process	A new and abnormal growth of tissue in which the growth is uncontrolled and progressive. The growths may be malignant or benign.	new abnormal tissue that grows by excessive cellular division and proliferation more rapidly than normal and continues to grow after the stimuli that initiated the new growth cease; tumors perform no useful body function and may be benign or malignant; benign neoplasms are a noncancerous growth that does not invade nearby tissue or spread to other parts of the body; malignant neoplasms or cancer show a greater degree of anaplasia and have the properties of invasion and metastasis; neoplasm terms herein do not distinguish between benign or malignant states, use references listed to cover this concept.	BACKGROUND: Surgical relief of gastric outlet obstruction (GOO) or small bowel obstruction in patients who had undergone major resection or palliative bypass surgery for malignancy is conventionally achieved at a laparotomy.	<div>BACKGROUND: Surgical relief of gastric outlet obstruction (GOO) or small bowel obstruction in patients who had undergone major <strong>resection</strong> or palliative bypass surgery for <strong>malignancy</strong> is conventionally achieved at a laparotomy.</div>	15898907	uniq_id_b67	"BACKGROUND: Surgical relief of gastric outlet obstruction (GOO) or small bowel obstruction in patients who had undergone major <span class=""subject_text"">resection</span> or palliative bypass surgery for <span class=""object_text"">malignancy</span> is conventionally achieved at a laparotomy."	"""<span class=""subject_text"">resection</span>"""	"""<span class=""object_text"">malignancy</span>"""
0	null	111	120	ADMINISTERED_TO	null	151	165	0	bypass surgery	Bypass surgery	C1536078	Therapeutic or Preventive Procedure	A procedure, method, or technique designed to prevent a disease or a disorder, or to improve physical function, or used in the process of treating a disease or injury.	Therapeutic or Preventive Procedure. null	94	102	0	patients	Patients	C0030705	Human	Modern man, the only remaining species of the Homo genus.	Individuals participating in the health care system for the purpose of receiving therapeutic, diagnostic, or preventive procedures.	BACKGROUND: Surgical relief of gastric outlet obstruction (GOO) or small bowel obstruction in patients who had undergone major resection or palliative bypass surgery for malignancy is conventionally achieved at a laparotomy.	<div>BACKGROUND: Surgical relief of gastric outlet obstruction (GOO) or small bowel obstruction in <strong>patients</strong> who had undergone major resection or palliative <strong>bypass surgery</strong> for malignancy is conventionally achieved at a laparotomy.</div>	15898907	uniq_id_b68	"BACKGROUND: Surgical relief of gastric outlet obstruction (GOO) or small bowel obstruction in <span class=""object_text"">patients</span> who had undergone major resection or palliative <span class=""subject_text"">bypass surgery</span> for malignancy is conventionally achieved at a laparotomy."	"""<span class=""subject_text"">bypass surgery</span>"""	"""<span class=""object_text"">patients</span>"""
0	null	111	120	ADMINISTERED_TO	null	127	136	0	resection	Excision	C0728940	Therapeutic or Preventive Procedure	A procedure, method, or technique designed to prevent a disease or a disorder, or to improve physical function, or used in the process of treating a disease or injury.	The act of cutting out; the surgical removal of part or all of a structure or organ.	94	102	0	patients	Patients	C0030705	Human	Modern man, the only remaining species of the Homo genus.	Individuals participating in the health care system for the purpose of receiving therapeutic, diagnostic, or preventive procedures.	BACKGROUND: Surgical relief of gastric outlet obstruction (GOO) or small bowel obstruction in patients who had undergone major resection or palliative bypass surgery for malignancy is conventionally achieved at a laparotomy.	<div>BACKGROUND: Surgical relief of gastric outlet obstruction (GOO) or small bowel obstruction in <strong>patients</strong> who had undergone major <strong>resection</strong> or palliative bypass surgery for malignancy is conventionally achieved at a laparotomy.</div>	15898907	uniq_id_b69	"BACKGROUND: Surgical relief of gastric outlet obstruction (GOO) or small bowel obstruction in <span class=""object_text"">patients</span> who had undergone major <span class=""subject_text"">resection</span> or palliative bypass surgery for malignancy is conventionally achieved at a laparotomy."	"""<span class=""subject_text"">resection</span>"""	"""<span class=""object_text"">patients</span>"""
0	null	56	66	TREATS	null	41	48	0	surgery	Operative Surgical Procedures	C0543467	Therapeutic or Preventive Procedure	A procedure, method, or technique designed to prevent a disease or a disorder, or to improve physical function, or used in the process of treating a disease or injury.	branch of medicine that deals with the treatment of injury, deformity, and disease by manual and instrumental means.	76	89	0	complications	Complication	C0009566	Pathologic Function	A disordered process, activity, or state of the organism as a whole, of a body system or systems, or of multiple organs or tissues. Included here are normal responses to a negative stimulus as well as patholologic conditions or states that are less specific than a disease. Pathologic functions frequently have systemic effects.	Any disease or disorder that occurs during the course of (or because of) another disease.	The potential role of minimally invasive surgery in the management of these complications has not been previously explored.	<div>The potential role of minimally invasive <strong>surgery</strong> in the management of these <strong>complications</strong> has not been previously explored.</div>	15898907	uniq_id_b70	"The potential role of minimally invasive <span class=""subject_text"">surgery</span> in the management of these <span class=""object_text"">complications</span> has not been previously explored."	"""<span class=""subject_text"">surgery</span>"""	"""<span class=""object_text"">complications</span>"""
0	null	101	103	PROCESS_OF	null	81	101	0	transplant tolerance	Transplantation Tolerance	C0887936	Organism Function	A physiologic function of the organism as a whole, of multiple organ systems, or of multiple organs or tissues.	An induced state of non-reactivity to grafted tissue from a donor organism that would ordinarily trigger a cell-mediated or humoral immune response.	109	125	0	nonhuman primate	Nonhuman Primates	C0237798	Mammal	A vertebrate having a constant body temperature and characterized by the presence of hair, mammary glands and sweat glands.	Mammal. null	Strategies for preclinical evaluation of dendritic cell subsets for promotion of transplant tolerance in the nonhuman primate.	<div>Strategies for preclinical evaluation of dendritic cell subsets for promotion of <strong>transplant tolerance</strong> in the <strong>nonhuman primate</strong>.</div>	12368048	uniq_id_b71	"Strategies for preclinical evaluation of dendritic cell subsets for promotion of <span class=""subject_text"">transplant tolerance</span> in the <span class=""object_text"">nonhuman primate</span>."	"""<span class=""subject_text"">transplant tolerance</span>"""	"""<span class=""object_text"">nonhuman primate</span>"""
0	null	61	65	PROCESS_OF	null	67	93	0	collagen-induced arthritis	Arthritis, Collagen-Induced	C0971858	Experimental Model of Disease	A representation in a non-human organism of a human disease for the purpose of research into its mechanism or treatment.	An experimental model of arthritis that is induced by injecting COLLAGEN to stimulate the immune response.	57	61	0	mice	Mus	C0026809	Mammal	A vertebrate having a constant body temperature and characterized by the presence of hair, mammary glands and sweat glands.	The common name for the genus Mus.	Effect of Gui Zhi decoction on enteric mucosal immune in mice with collagen-induced arthritis.	<div>Effect of Gui Zhi decoction on enteric mucosal immune in <strong>mice</strong> with <strong>collagen-induced arthritis</strong>.</div>	16149149	uniq_id_b72	"Effect of Gui Zhi decoction on enteric mucosal immune in <span class=""object_text"">mice</span> with <span class=""subject_text"">collagen-induced arthritis</span>."	"""<span class=""subject_text"">collagen-induced arthritis</span>"""	"""<span class=""object_text"">mice</span>"""
